,Store ID,Pop class,Sales,Centre Type,Climate,Total_Store_sft,Sales_Floor_sft,Store_Frontage_ft,Store_Length_ft,Guys Segmentation,Girls Segmentation,MSA Type,Food_away_from_home,Meals_at_restaurants,Food_on_out_of_town_trips,Population_Est,Transient_Pop_Est,Seasonal_Pop_Est,Eth_White,Eth_Black,Eth_Asian,Eth_Hispanic,Eth_Other,Male_Pop,Females_Pop,Age_Average,Edu_High_school,Edu_Some_college,Edu_Clg_Assoc_deg,Edu_Clg_Bach_deg,Enroll_High_School,Enr_College_Graduate_Professional,Unemployment_Rate,Households_Est,Median_Household_Income,Average_Household_Income,Householder_under_25_yrs,Householder_25_to_44_yrs,Family_Inc_Median,Family_Inc_Agg_Avg,Family_Inc_Avg,Per_Capita_Income,Wealth_Median_Household,Wealth_Average_Household,Poverty_Pop,Male_14_to_35,Female_14_to_35,Total_Pop_14_to_35,Under_25_Low_Income,Under_25_Med_Income,Under_25_High_Income,25_to_44_Low_Income,25_to_44_Med_Income,25_to_44_High_Income
0,7,Suburban,784586.3999999998,Outlet,Frigid,4295,3641,80,60,On Trend,On Trend,45min,27.7,25.18,2.52,37341,3517,23381,35836,145,279,342,740,18430,18911,45.6,9615,5626,2819,5094,2126,1421,2.6,16278,54511,69317,365,3667,61934,763648675,73452,30450,2475059,7175119,1680,4444,4095,8539,74,285,7,683,1692,1291
1,21,Urban,975559.65,Mall,Moderate,7325,6471,57,132,Fashion Forward,Fashion Forward,15min,29.31,26.65,2.66,426160,1812,1294,302152,47888,28054,38728,9337,209877,216283,40.8,116265,53113,21384,47690,19849,23991,5.4,162552,54895,71208,3070,52878,66742,8692669103,80462,27594,20840750,65542200,21003,58486,52872,111358,1317,1396,358,11104,21417,20357
2,31,Urban,1480345.73,Outlet,Hot,4157,3592,36,102,Fashion Forward,Fashion Forward,30min,26.25,23.75,2.5,1978289,109656,34234,935114,311120,89067,587040,55949,970960,1007329,38.4,339950,274251,149618,283189,107260,168985,4.0,736698,54977,75804,28958,282993,61497,38572201054,77909,28592,40356173,128819871,107701,286481,275998,562479,14977,11109,2870,63228,120359,99407
3,34,Suburban,747152.0299999999,Outlet,Moderate,5238,4275,70,85,On Trend,On Trend,45min,24.24,22.11,2.13,307903,22931,40585,262895,24278,2542,11744,6443,150490,157412,40.4,74206,44994,16066,26123,14647,29354,4.5,123623,42494,57582,8071,34735,53385,5087938572,64415,23510,11086439,37019874,23477,45764,43429,89193,5135,2426,512,10011,15485,9238
4,67,Urban,745081.1,Outlet,Cold,3175,2935,45,73,Fashion Forward,Fashion Forward,30min,27.76,25.11,2.65,1182109,12507,5202,945240,152893,36984,20303,26688,569799,612310,42.0,235457,135451,78664,196296,52435,95944,4.1,518251,58234,81050,19780,164807,77788,27501494236,92687,36072,80539485,243833689,65968,157166,152880,310046,11249,6220,2311,32448,57978,74382
5,83,Urban,672155.54,Mall,Cold,5716,4878,49,128,On Trend,On Trend,15min,24.26,21.81,2.45,152849,3041,868,125552,13464,2644,6795,4394,74393,78456,40.3,39848,15755,8551,19661,7884,12427,4.2,62293,46229,62972,2868,19131,60240,2758866982,73914,26359,8644776,28051476,10851,22713,22320,45033,1736,1033,97,5767,8055,5309
6,84,Suburban,856940.2,Mall,Cold,6108,5043,50,127,On Trend,On Trend,15min,25.45,22.95,2.51,56015,5723,3072,45544,6031,401,2155,1883,27348,28667,42.5,14788,8635,3836,5729,2784,2872,5.3,23345,49571,66622,964,6389,60251,1076079696,73156,28512,3669876,11757051,3210,7266,7034,14300,623,298,42,1702,2649,2039
7,91,Urban,639313.5200000003,Mall,Cold,5927,5064,60,100,On Trend,On Trend,15min,25.45,23.23,2.22,55719,375,307,50864,3063,186,374,1234,26690,29029,43.6,20411,5759,3408,4383,2755,1887,5.7,23307,41601,58220,588,5952,56319,1022227778,67710,24809,2912591,9310238,4553,6986,6672,13658,415,157,17,1848,2248,1856
8,101,Suburban,1622705.33,Outlet,Warm,7508,6250,75,100,Fashion Forward,Fashion Forward,45min,27.67,25.15,2.52,1205585,12536,4766,709102,296943,28441,142865,28234,589899,615686,37.9,189623,161993,74089,172140,67000,97772,4.9,465361,57663,76656,18742,169589,66956,25075355788,81213,29932,42491424,134016851,62296,176734,167838,344572,9029,7524,2189,36201,67714,65674
9,107,Urban,1469066.55,Mall,Cold,7191,6024,58,129,Fashion Forward,Fashion Forward,15min,29.17,26.24,2.92,243983,2421,1487,131982,25691,15596,64860,5855,120361,123622,37.7,37709,31330,10538,36058,16473,17434,4.5,82748,74341,98899,2357,28276,87004,6241848581,102726,34280,11504765,32842285,7911,36954,35248,72202,1303,896,157,4636,10374,13268
10,115,Urban,1111594.98,Mall,Cold,7489,6717,55,138,On Trend,On Trend,15min,32.78,29.69,3.09,263324,4965,1162,180593,40483,14935,16747,10566,127473,135851,40.2,44921,30269,19357,35332,12309,32181,4.1,108841,59268,80673,5529,35301,79872,5616570402,92602,34117,14986335,47044148,14846,39249,38530,77779,3000,1975,555,8081,13199,14022
11,116,Rural,571215.0900000001,Mall,Cold,6693,4484,45,152,On Trend,On Trend,30min,25.88,23.64,2.25,147415,3003,3305,132390,7354,1040,3898,2733,73829,73586,41.9,43030,16997,9807,13907,6539,10145,3.5,57718,51596,65085,2251,16537,63098,2767876684,73892,26389,9344963,29363901,7898,22516,19693,42209,1271,849,133,3476,6785,6276
12,119,Suburban,706012.5999999999,Mall,Cold,3603,3213,38,94,On Trend,On Trend,15min,26.55,24.07,2.48,45925,513,228,43153,920,304,708,840,22314,23611,41.9,11349,7130,2111,5521,1912,1897,4.8,19397,51902,70653,546,5817,65721,984877404,79593,30146,2802837,8609656,2849,5633,5635,11268,211,252,82,1513,2080,2222
13,132,Suburban,787929.5899999997,Outlet,Warm,7500,6699,75,100,Fashion Forward,Fashion Forward,45min,24.53,22.38,2.14,182704,1685,1668,154381,20412,1232,3295,3385,89196,93508,40.2,45930,26887,7194,15395,8912,13273,4.5,73006,43654,59123,3685,21907,54251,3139512956,66219,24273,9904230,33447580,14088,26196,25455,51651,2137,1267,281,6515,8957,6436
14,153,Urban,1664905.86,Mall,Cold,8090,7442,91,99,Fashion Forward,Fashion Forward,15min,25.06,22.55,2.51,318465,3316,698,187351,76178,9926,36294,8716,153309,165156,39.8,65004,41142,26068,33247,16176,25394,5.9,129896,43027,57864,4838,43210,54774,5112997810,66190,24178,15894065,57909991,25403,46574,45440,92014,2905,1417,517,14746,16640,11825
15,154,Urban,711127.5199999997,Mall,Cold,5600,4666,50,112,On Trend,On Trend,15min,25.13,22.62,2.52,56936,1632,1024,50174,2280,404,2149,1929,27680,29256,41.0,13352,10428,4271,4386,2924,2531,6.1,22907,46492,62561,1099,6263,59328,1025686435,71589,25592,3499096,11411711,3995,7712,7399,15111,473,569,56,1614,2731,1920
16,156,Urban,645236.1599999998,Mall,Frigid,5857,4949,45,130,On Trend,On Trend,15min,25.1,22.78,2.32,72532,1059,394,61823,718,6497,1841,1652,36099,36433,40.6,16461,9700,6493,8862,3932,4126,3.1,30047,50650,68940,1933,9070,65931,1449129995,78234,29021,3715211,11912673,3858,10110,9332,19442,970,732,230,1949,3864,3257
17,158,Urban,1128074.62,Outlet,Warm,7110,6150,76,92,Fashion Forward,Fashion Forward,30min,26.2,23.76,2.45,309635,38836,88465,242424,36543,3753,20035,6880,150035,159599,42.3,69565,53049,22528,35809,14149,18173,4.5,130836,49893,65433,3531,34159,57049,5933969993,69051,27828,9210386,27978413,18474,38807,37533,76340,1927,1254,350,9451,14532,10178
18,161,Rural,976398.23,Strip,Moderate,6713,6120,60,106,On Trend,On Trend,5mile,23.54,21.4,2.14,15867,4080,1907,13821,195,140,1233,479,7588,8279,39.5,3428,3206,682,1726,742,1102,2.9,6773,42633,52953,632,1899,50848,270111479,60681,23036,506298,1831613,1174,2131,2133,4264,293,336,2,632,722,543
19,162,Suburban,888599.7,Outlet,Frigid,4000,3428,40,100,On Trend,On Trend,45min,28.74,26.05,2.69,344867,8080,38792,310793,6415,7690,13368,6601,170891,173976,41.6,72974,47063,25184,48114,17308,25889,3.3,139060,64450,80576,4684,41762,77360,7771545028,89198,33302,19421600,58922676,14701,46917,43946,90863,1910,2060,714,6775,16088,18900
20,163,Urban,707115.8099999998,Outlet,Cold,4050,3490,45,90,On Trend,On Trend,30min,27.21,24.82,2.39,515522,9655,2905,394431,54385,16548,38913,11246,251288,264234,41.3,126556,59573,30061,68501,26769,28085,3.8,210808,61331,78265,6369,66380,73793,11561628216,85870,32572,24582785,75634482,21014,68492,65777,134269,2613,3070,687,11440,26723,28216
21,168,Rural,496343.78,Outlet,Cold,4000,3476,39,85,On Trend,On Trend,60min,25.68,23.35,2.33,1132961,27300,43508,945782,68525,16908,75452,26295,559873,573089,39.3,261553,166773,69127,104402,66389,59902,3.9,428320,52399,67134,17957,136432,62401,21760433770,73429,25735,61485918,191242641,54532,167776,160755,328531,8486,7970,1502,30783,60245,45404
22,173,Urban,1075747.61,Outlet,Moderate,5505,4573,61,90,Fashion Forward,Fashion Forward,30min,26.4,23.9,2.5,245522,3690,4197,218153,4109,8036,11249,3976,120792,124730,39.2,57706,31453,14064,28464,13361,12496,3.3,95184,58545,72817,3515,33380,68715,5258060926,79495,28595,10814870,32665942,10264,33852,32747,66599,1506,1522,488,6115,13144,14121
23,174,Rural,912770.4,Outlet,Cold,5505,4573,59,79,On Trend,On Trend,60min,26.08,23.47,2.6,1443258,18487,19256,1190077,138844,16736,64882,32719,707749,735508,40.9,309775,250180,102258,155359,83732,89764,5.9,563466,53910,71736,19676,161107,66047,30708241716,79890,28320,86593230,263246677,77677,206020,196076,402096,10713,7683,1282,40384,60491,60231
24,191,Suburban,1032625.64,Outlet,Moderate,5003,4311,62,81,Fashion Forward,Fashion Forward,45min,26.8,24.05,2.75,195806,4695,102282,151659,20232,2092,16967,4855,95241,100565,45.7,47096,27524,13430,22571,8165,8570,3.9,81315,62845,82697,972,16450,70895,4696528981,84956,34617,11655273,30952085,7793,22515,20859,43374,337,443,193,3053,6850,6546
25,194,Urban,1692926.91,Outlet,Hot,7501,6510,77,100,Fashion Forward,Fashion Forward,30min,28.18,25.47,2.71,488059,6791,941,280973,162831,14112,21751,8391,238311,249748,37.2,88669,67666,19258,67943,25002,48461,5.0,189201,60546,82927,13635,68812,75796,11060574066,90630,32435,19608142,62878124,30384,75181,73238,148419,7639,4044,1953,14504,22952,31357
26,195,Suburban,673663.33,Outlet,Moderate,6000,4791,60,100,On Trend,On Trend,45min,26.35,23.72,2.63,232240,7049,84349,166167,41014,4066,15285,5707,112257,119983,42.6,54412,32550,12688,25953,10555,18665,5.1,91666,57395,75059,3209,23244,67692,4983842352,80421,30221,13156060,38595751,11084,31321,30691,62012,1666,1169,375,5302,9457,8484
27,206,Suburban,1095499.46,Outlet,Warm,6500,5963,65,100,Fashion Forward,Fashion Forward,45min,26.3,23.8,2.49,1027770,10036,10258,690288,133031,49961,133944,20546,504541,523229,37.4,184708,132387,52430,114077,62248,85819,3.5,362896,57149,75355,15761,123373,66608,21148384875,80219,26872,30200762,95556634,53418,157952,153525,311477,9174,5223,1365,27251,50404,45718
28,207,Urban,1688135.41,Outlet,Warm,5900,5185,58,100,Fashion Forward,Fashion Forward,30min,25.74,23.35,2.39,647494,6735,3610,255035,301041,21733,54605,15080,313957,333537,36.9,138154,94684,32296,59526,44095,41333,5.2,225307,51171,65320,6567,80897,58512,11467948903,69020,22967,15462893,52344112,35250,97321,92691,190012,3653,2476,438,21843,35152,23902
29,208,Suburban,1242650.71,Outlet,Moderate,4508,3826,45,101,On Trend,On Trend,45min,24.68,22.33,2.34,250491,15491,21215,232065,2120,2545,7560,6200,120929,129562,41.6,51845,45528,12351,30968,12515,15280,3.2,102949,49926,67667,3665,29899,60492,5226698924,74268,28140,10349263,31317637,12614,33047,32388,65435,1825,1722,118,7154,12453,10292
30,211,Suburban,1141471.74,Outlet,Warm,6731,5774,67,100,Fashion Forward,Fashion Forward,45min,25.95,23.63,2.32,354877,6763,38173,266146,52553,6617,18041,11520,175422,179455,40.6,66715,54762,29394,44843,18062,16889,3.4,138818,52305,70708,4156,38864,63290,7297882308,77316,28223,11774317,36347387,15430,53029,45929,98958,1742,1916,499,8651,17411,12801
31,216,Rural,717766.15,Outlet,Moderate,5500,4881,55,101,On Trend,On Trend,60min,27.24,24.77,2.47,2565567,32427,19163,1887435,488734,62431,71446,55521,1243475,1322092,39.7,445501,394206,151025,360173,138034,179580,3.9,1023319,60769,83099,31931,336974,75449,60449961570,90149,33618,133300265,403854242,120158,354624,345976,700600,16453,12583,2895,66890,124379,145706
32,217,Rural,845638.02,Mall,Cold,6950,6255,73,110,On Trend,On Trend,30min,27.08,24.47,2.61,238969,1262,1479,228529,3585,1840,1986,3028,116980,121989,44.1,65270,29641,18800,32446,10822,13842,3.2,100246,59463,76873,2461,25182,74237,5795643286,87099,32836,13204094,37826323,10065,30693,28382,59075,1286,989,186,4628,9216,11340
33,219,Urban,960396.4000000003,Outlet,Frigid,5705,5057,64,90,On Trend,On Trend,30min,26.29,23.85,2.44,405719,5662,5053,363372,6204,11494,17024,7625,201764,203955,40.0,90864,56265,30715,55688,21183,30436,2.4,163116,58575,74553,8408,53076,73612,8771465339,84200,30506,22915400,69507434,16752,58278,55673,113951,4086,3701,622,9896,21325,21856
34,220,Urban,773368.4900000001,Outlet,Cold,3400,2752,40,90,Fashion Forward,Fashion Forward,30min,26.02,23.61,2.41,193806,6167,13062,156644,16369,1570,15265,3957,97898,95908,40.8,48543,30251,12312,18090,10995,9278,4.8,74049,55606,72580,2509,21749,66292,3920452375,77948,28023,10286796,30892740,10067,28327,24452,52779,1333,1070,107,5647,7744,8358
35,221,Rural,1643979.569999999,Outlet,Hot,7053,6073,70,100,Fashion Forward,Fashion Forward,60min,27.19,24.92,2.27,4313674,59907,40155,1864716,301898,159053,1894336,93670,2138571,2175103,36.1,608632,593492,195176,613048,241829,353980,3.5,1584323,65662,89067,72622,642717,75105,95526514024,90896,33051,147553931,467410547,202178,639942,608508,1248450,33769,28308,10546,113040,239853,289823
36,222,Rural,1471724.04,Outlet,Warm,8000,7302,80,100,Fashion Forward,Fashion Forward,60min,27.26,24.64,2.62,5599169,76684,30318,2605697,928168,377064,1558611,129629,2762939,2836229,36.4,774463,759756,235807,786307,336275,356702,3.6,2052189,66011,92269,71412,828431,75071,128743701035,91693,34002,230319128,712851119,246947,793272,762831,1556103,30160,30812,10440,151883,304960,371588
37,223,Suburban,693098.9800000001,Outlet,Warm,4950,4209,55,90,On Trend,On Trend,45min,26.28,23.88,2.4,741928,9065,5121,552223,69173,12938,92870,14725,365028,376900,37.9,142809,106183,33730,75288,44863,48160,3.7,265824,54985,71501,10125,89032,63610,14759336914,76616,25916,24555587,79148570,36215,109447,105353,214800,4649,4138,1339,19348,36861,32824
38,225,Suburban,871499.7599999998,Outlet,Hot,4500,3850,45,101,On Trend,On Trend,45min,24.84,22.44,2.4,127955,11029,423,96900,1653,1731,22553,5119,63036,64920,45.1,33491,25553,7293,7138,5057,4012,8.3,53646,39408,52154,1376,10733,46823,1999006880,57742,22053,4599890,15552157,9651,15032,14194,29226,805,520,51,3374,4535,2823
39,226,Rural,1142653.22,Outlet,Cold,7464,6080,72,100,On Trend,On Trend,60min,26.44,23.68,2.76,1612060,22306,40611,1279555,162133,43209,86572,40590,785971,826089,41.0,299803,196466,133999,206318,83061,129692,4.2,647734,56743,75114,22415,193891,71332,34172292190,84307,30884,97366136,296906243,87137,234953,224637,459590,11293,8700,2421,45714,71950,76227
40,241,Urban,902915.59,Mall,Moderate,8012,7212,90,100,On Trend,On Trend,15min,28.18,25.52,2.65,283570,3177,990,248818,12789,6715,8819,6429,139011,144559,39.3,49112,44342,18126,44796,15505,21110,2.3,108072,74278,90054,2517,36865,87376,7565914381,98910,34658,11555027,32108411,6785,40074,38513,78587,1033,1182,303,4290,12474,20100
41,243,Rural,580595.1399999999,Outlet,Frigid,2911,2188,35,90,On Trend,On Trend,60min,27.91,24.95,2.96,2246343,28578,25541,1764379,26416,56873,314264,84411,1130886,1115458,33.5,274222,340699,123822,302459,151539,203225,3.3,708284,70372,90132,41645,299002,78670,48858181290,91829,28661,94674611,274423963,69638,363058,346536,709594,16003,19243,6400,40232,115387,143381
42,245,Urban,696613.9099999999,Outlet,Cold,4599,3672,49,123,On Trend,On Trend,30min,28.57,25.32,3.25,1434571,17874,6405,1009301,86771,63442,230392,44664,707709,726862,38.6,160060,191503,72273,294948,78176,96376,3.1,577133,80838,109192,17652,225634,98743,40512575715,111603,44112,76233999,210866122,49195,188599,182703,371302,6181,7719,3753,28632,72577,124425
43,248,Suburban,573182.07,Strip,Moderate,4800,4000,60,80,On Trend,On Trend,5mile,24.31,22.21,2.11,23684,222,83,20003,1507,576,737,860,11801,11883,33.4,3027,2771,1135,2731,776,7365,4.7,8697,46044,57893,1923,3004,65801,329768744,72972,23022,674520,2688865,2155,5570,5436,11006,1224,636,64,766,1421,818
44,250,Urban,686349.0899999999,Strip,Moderate,4025,3382,40,100,Fashion Forward,Fashion Forward,5mile,25.73,23.47,2.25,79898,1755,338,61188,8399,4607,2714,2989,38750,41147,34.2,7268,7943,2586,12827,3027,22684,2.5,32292,49754,68974,5503,12127,76087,1415476604,86707,28514,2649924,9354273,7302,15792,16874,32666,3625,1544,332,3520,4688,3918
45,259,Urban,916376.3600000001,Mall,Warm,3630,3159,59,61,Fashion Forward,Fashion Forward,15min,24.58,22.46,2.12,103788,1188,320,61968,20933,2493,12872,5522,52199,51589,32.5,17887,20117,6937,8734,5833,9769,7.0,37276,45525,59058,4513,17719,50077,1717387540,62064,22127,2953780,11436156,5140,20129,17362,37491,1689,2543,283,4318,9445,3955
46,263,Suburban,546412.4800000001,Strip,Cold,5008,4221,50,100,On Trend,On Trend,5mile,25.44,22.98,2.46,31517,653,180,28643,940,623,600,711,15202,16315,40.7,7816,3944,1442,3488,1210,3303,2.6,12957,48121,65458,489,3858,60297,592949604,73429,28010,1700120,5627031,1975,4601,4539,9140,300,149,39,1242,1407,1209
47,267,Urban,1350613.620000001,Mall,Cold,5891,5025,49,123,Fashion Forward,Fashion Forward,15min,25.64,23.2,2.44,422262,3702,1213,287693,17210,13233,93250,10875,208640,213621,39.7,86615,60124,23368,53479,21232,24183,3.6,170966,54269,70089,5514,61546,67127,8245515603,79212,28790,22951382,75859403,23854,55950,53696,109646,2643,2400,471,13149,25079,23320
48,268,Urban,979069.28,Mall,Moderate,5300,4572,71,96,Fashion Forward,Fashion Forward,15min,24.52,22.37,2.15,46983,1393,220,33968,7367,1820,2244,1584,24118,22864,34.9,5114,6362,2307,5566,1520,13367,5.1,19967,39006,58951,3981,6792,62867,775818583,78399,25921,2266554,8441348,6192,10758,9251,20009,3087,716,179,2788,2172,1832
49,269,Urban,1047948.3,Mall,Cold,9086,7046,76,120,On Trend,On Trend,15min,25.85,23.5,2.35,82653,762,493,65039,11942,623,2297,2752,42127,40525,39.9,21061,12971,6363,5431,4594,6079,5.6,31713,45397,60370,1925,9494,57879,1413435855,67854,23727,4598022,15479478,5303,13919,11070,24989,1235,568,122,2980,3775,2741
50,270,Suburban,834924.1900000002,Outlet,Frigid,5400,4606,60,88,On Trend,On Trend,45min,28.82,25.72,3.1,63731,13042,18493,48093,512,544,13466,1116,34170,29561,39.4,9544,7851,3818,15256,2610,3126,1.9,26418,76456,100183,1048,9364,84764,1566778989,100229,41726,3656456,10709799,2338,7687,6444,14131,361,401,285,1390,3560,4414
51,274,Urban,939211.3799999997,Mall,Warm,8607,7724,85,112,On Trend,On Trend,15min,25.26,23.07,2.18,95816,751,153,55509,3359,1185,34625,1139,47595,48221,36.8,17883,11470,2482,5304,6056,4664,4.6,32622,42956,59447,1379,11321,50801,1512191988,63516,20436,3623012,12962067,5766,15007,14036,29043,691,429,259,3661,5195,2464
52,283,Urban,1257096.61,Mall,Cold,8410,7511,65,143,Fashion Forward,Fashion Forward,15min,24.03,21.7,2.32,173705,837,872,135541,24961,1528,8216,3459,83659,90046,42.4,44523,26792,9278,20783,8970,10986,6.9,73177,44557,62372,2364,19750,58644,3295131655,72113,26680,10676538,34661781,11717,23409,22241,45650,1395,873,97,6158,7960,5632
53,288,Suburban,1187905.18,Outlet,Frigid,8000,7354,100,80,Fashion Forward,Fashion Forward,45min,26.59,23.91,2.67,1226718,20083,18233,1023369,58590,36625,81976,26156,607102,619616,39.8,212188,165046,82680,199660,63859,112640,3.1,497136,64748,84584,29433,165631,82557,29262652062,95155,34795,70030279,205877426,56701,177759,170433,348192,14865,10986,3581,26197,60037,79397
54,289,Urban,947628.6499999998,Mall,Frigid,7896,7011,72,124,On Trend,On Trend,15min,25.82,23.44,2.38,106330,1694,611,96969,909,3915,2115,2422,52064,54266,38.3,17677,15410,10292,13880,4884,14068,2.9,42949,54247,69570,3850,14133,71205,2154469288,82657,28489,4645718,14802408,5627,17119,17781,34900,2029,1495,328,2497,6007,5627
55,293,Urban,831078.5999999999,Strip,Warm,5000,4252,50,100,Fashion Forward,Fashion Forward,5mile,24.45,22.18,2.27,42594,544,273,24652,13695,1721,1779,747,20591,22003,36.8,6315,5504,1595,5854,2325,4791,3.1,17513,47529,68877,1798,6236,62038,812543051,76013,28675,1532986,5379329,3636,6831,6493,13324,1188,429,181,2277,2069,1888
56,304,Suburban,625228.46,Outlet,Moderate,5597,4848,71,80,On Trend,On Trend,45min,26.07,23.49,2.58,1392234,30415,7938,958368,257976,39777,103240,32873,679501,712732,38.0,238144,190664,64003,214593,71754,108054,3.3,552268,61088,83708,25305,217977,71569,30231678840,86642,33623,55146810,170886988,68791,195924,191580,387504,10568,11456,3282,40091,86125,91761
57,306,Suburban,606876.8099999997,Mall,Cold,5078,4279,56,121,On Trend,On Trend,15min,25.43,23.07,2.37,49231,906,253,43809,2657,188,518,2058,23686,25545,40.7,13320,7162,3197,3537,2112,2264,5.3,20354,40560,54541,1141,5762,54548,854759463,65453,22866,2739734,9532143,3821,6663,6557,13220,689,424,28,1876,2370,1517
58,311,Suburban,635595.91,Mall,Moderate,6334,4659,40,160,On Trend,On Trend,15min,25.14,22.99,2.15,51755,673,66,47274,2297,423,730,1031,25154,26602,41.5,12119,9307,2832,5428,2323,2650,3.7,21362,47552,64791,1043,6339,62084,988948400,74200,27548,3285711,10263892,3065,6914,6802,13716,727,306,9,1450,3083,1807
59,312,Urban,1684796.95,Mall,Cold,8256,7986,58,152,Fashion Forward,Fashion Forward,15min,26.29,23.8,2.49,189967,3778,571,133569,16694,5890,29303,4512,93054,96913,40.1,40102,30544,11242,18835,10725,11830,6.9,74127,53390,69894,2640,22571,64065,3855365679,77609,27558,11727473,36485378,9653,26033,25260,51293,1315,1121,204,5399,9780,7393
60,314,Urban,844722.1100000001,Outlet,Warm,6509,5700,69,100,On Trend,On Trend,30min,26.5,23.71,2.79,165225,3752,15974,140903,850,1164,16307,6002,81486,83739,37.0,23113,29319,11996,17841,10048,12310,4.0,55935,57777,75250,2028,16887,64328,3341132709,77439,25642,3981932,11964194,6278,25369,24728,50097,750,991,286,3242,7478,6166
61,319,Urban,598539.6799999999,Mall,Moderate,4604,4045,60,76,On Trend,On Trend,15min,25.19,23.13,2.06,93600,1244,516,80744,4534,763,5014,2546,46796,46804,39.4,23530,15294,4126,8595,4944,5542,3.6,36139,49142,63129,1572,11622,60557,1672160043,71090,25171,4907657,16168262,5687,14235,12989,27224,789,707,75,2918,5287,3418
62,320,Urban,810341.5,Outlet,Warm,3173,2563,35,91,On Trend,On Trend,30min,31.85,28.31,3.53,977650,9005,3352,280611,22000,200915,442382,31742,489827,487823,37.4,127096,127885,49882,125203,59432,80904,4.1,294257,88401,117367,6209,104222,94778,25368234346,112187,35582,39521655,120441959,30024,144426,135360,279786,2070,2671,1470,12239,29300,62683
63,324,Urban,1194313.17,Mall,Moderate,6823,6047,53,133,Fashion Forward,Fashion Forward,15min,26.55,24.2,2.35,194306,2122,575,120478,58446,2948,7127,5307,94358,99948,39.1,34797,32842,14352,22369,10223,14205,4.8,77106,53172,73452,2839,25931,67302,4117943048,80668,29487,9477590,31516434,11928,26915,25733,52648,1700,1005,134,7183,9350,9398
64,332,Urban,867186.4299999999,Mall,Cold,4619,3767,42,118,Fashion Forward,Fashion Forward,15min,24.56,22.25,2.31,266922,3588,2264,176944,69710,2664,8886,8718,128395,138527,39.9,59005,49959,19116,21161,15577,17637,9.7,107363,41719,56261,4787,32173,50473,4312985178,62684,22909,15755749,55109384,22560,37918,37508,75426,2882,1677,231,12353,12210,7611
65,335,Urban,894367.5100000001,Mall,Cold,7461,6641,118,110,On Trend,On Trend,15min,25.39,23.19,2.21,89460,808,491,84339,1977,654,1034,1456,43831,45629,42.6,28555,9819,5661,9137,4297,4481,3.6,36831,44965,60052,1221,10267,59774,1628478619,70245,25528,5660288,17965422,6103,12050,11226,23276,747,435,39,2690,4191,3383
66,338,Urban,817834.9399999998,Mall,Frigid,5447,4694,52,105,On Trend,On Trend,15min,25.28,23.15,2.13,56287,623,858,39618,1081,419,14710,460,27726,28561,41.8,16054,6299,3754,4479,3130,2983,5.8,22092,44994,58071,584,6689,53198,940266010,64825,23580,2829612,9206443,3868,8370,7653,16023,297,267,19,1866,2856,1967
67,340,Urban,745412.5800000002,Outlet,Moderate,5000,4415,50,100,On Trend,On Trend,30min,28.42,25.56,2.86,631909,6979,3586,438217,38750,53292,88525,13125,312027,319882,37.6,78831,72139,27643,114797,44143,35711,2.8,219751,80785,108363,5093,76700,92222,17935741175,107216,37841,23227204,63156228,21526,92814,88275,181089,2087,2370,635,10793,23383,42523
68,341,Rural,1111186.35,Outlet,Warm,4500,3853,45,100,On Trend,On Trend,60min,26.82,24.19,2.63,1657026,10154,6603,518595,66227,122783,905574,43847,840473,816553,35.7,250631,234667,80588,118531,116470,117605,7.6,495260,48866,68619,19968,188277,52658,26148516233,69042,20739,50514417,185397502,107324,290645,261528,552173,10679,7754,1537,56233,75033,57009
69,342,Urban,805906.6300000001,Mall,Cold,3863,3320,40,97,Fashion Forward,Fashion Forward,15min,26.26,23.99,2.28,111733,2148,538,90325,5699,7572,5377,2761,56345,55388,33.9,8989,10994,4619,18565,3737,29759,2.3,45711,61133,84258,8139,18354,93215,2370692836,105636,35740,3324967,10923588,9473,22317,21224,43541,5383,1968,788,3685,6531,8138
70,345,Urban,1049381.52,Mall,Cold,7077,6344,68,121,On Trend,On Trend,15min,25.38,22.97,2.41,211690,3765,871,162572,17935,4790,20912,5480,103353,108336,40.4,40600,33223,14047,27018,11246,14394,3.9,89442,54321,71326,3574,28791,69230,4506730672,81774,30577,11984339,37214310,12074,28308,28034,56342,1784,1314,478,5990,11814,10987
